Gene_ID	Gene_Name
ENSMUSG00000069270	H2ac6
ENSMUSG00000055102	Zfp819
ENSMUSG00000015721	Nlrp5
ENSMUSG00000095698	Rhox2d
ENSMUSG00000031489	Adrb3
ENSMUSG00000021078	Tomm20l
ENSMUSG00000025573	6030468B19Rik
ENSMUSG00000047828	A730018C14Rik
ENSMUSG00000037353	Letmd1
ENSMUSG00000055003	Lrtm2
ENSMUSG00000039652	Cpeb3
ENSMUSG00000073407	Gm6034
ENSMUSG00000074781	Ube2n
ENSMUSG00000066241	Olfr514
ENSMUSG00000095115	Itpripl2
ENSMUSG00000000385	Tmprss2
ENSMUSG00000093452	Zfhx2os
ENSMUSG00000010529	Gm266
ENSMUSG00000100127	Gsdmcl-ps
ENSMUSG00000023009	Nckap5l
ENSMUSG00000017969	Ptgis
ENSMUSG00000092862	Mir3094
ENSMUSG00000048924	Ccdc125
ENSMUSG00000037119	Fam91a1
ENSMUSG00000078970	Wdr92
ENSMUSG00000079445	B3gnt7
ENSMUSG00000029649	Pomp
ENSMUSG00000062124	Defb45
ENSMUSG00000013150	Gfod2
ENSMUSG00000030301	Ccdc91
ENSMUSG00000073077	Cfap47
ENSMUSG00000033964	Zbtb41
ENSMUSG00000018809	Smyd4
ENSMUSG00000034462	Pkd2
ENSMUSG00000000325	Arvcf
ENSMUSG00000064496	DQ267101
ENSMUSG00000024258	Polr2d
ENSMUSG00000078974	Sec61g
ENSMUSG00000043587	Pxylp1
ENSMUSG00000028626	Col9a2
ENSMUSG00000022516	Nudt16l1
ENSMUSG00000047992	Dipk1c
ENSMUSG00000049404	Rarres1
ENSMUSG00000025436	Atp23
ENSMUSG00000071644	Eef1g
ENSMUSG00000012428	Steap4
ENSMUSG00000071180	Smim15
ENSMUSG00000097321	1700028E10Rik
ENSMUSG00000025580	Eif4a3
ENSMUSG00000043020	Wdr63
ENSMUSG00000070880	Gad1
ENSMUSG00000050323	Ndufaf6
ENSMUSG00000020392	Cdkn2aipnl
ENSMUSG00000071646	Mta2
ENSMUSG00000073568	Arl14epl
ENSMUSG00000070420	Zscan25
ENSMUSG00000028041	Adam15
ENSMUSG00000036810	Cnep1r1
ENSMUSG00000057842	Zfp595
ENSMUSG00000050931	Sgms2
ENSMUSG00000049999	Ppp1r3d
ENSMUSG00000094649	Gm7102
ENSMUSG00000042613	Pbxip1
ENSMUSG00000052428	Tmco1
ENSMUSG00000024079	Eif2ak2
ENSMUSG00000021271	Zfp839
ENSMUSG00000110332	Gm19935
ENSMUSG00000001333	Sync
ENSMUSG00000030579	Tyrobp
ENSMUSG00000022261	Sdc2
ENSMUSG00000037957	Wdr20
ENSMUSG00000027074	Slc43a3
ENSMUSG00000110097	Zscan4a
ENSMUSG00000045322	Tlr9
ENSMUSG00000058600	Rpl30
ENSMUSG00000051228	Nyx
ENSMUSG00000033187	BC016579
ENSMUSG00000024211	Grm8
ENSMUSG00000004872	Pax3
ENSMUSG00000030057	Cnbp
ENSMUSG00000084803	5830444B04Rik
ENSMUSG00000037795	N4bp2
ENSMUSG00000041420	Meis3
ENSMUSG00000038112	AW551984
ENSMUSG00000020744	Slc25a19
ENSMUSG00000002014	Ssr4
ENSMUSG00000049421	Zfp260
ENSMUSG00000100005	B130024G19Rik
ENSMUSG00000031928	Mre11a
ENSMUSG00000040370	Etfrf1
ENSMUSG00000027583	Zbtb46
ENSMUSG00000069309	Hist1h2an
ENSMUSG00000093661	Eif4e3
ENSMUSG00000092499	1700092C10Rik
ENSMUSG00000037095	Lrg1
ENSMUSG00000049038	Mterf2
ENSMUSG00000031165	Was
ENSMUSG00000038451	Spsb2
ENSMUSG00000042655	Shisal2b
ENSMUSG00000042548	Asxl1
ENSMUSG00000001211	Agpat3
ENSMUSG00000087620	5330434G04Rik
ENSMUSG00000029776	Hibadh
ENSMUSG00000020680	Taf15
ENSMUSG00000008450	Nutf2
ENSMUSG00000042766	Trim46
ENSMUSG00000038803	Ost4
ENSMUSG00000008958	Vps72
ENSMUSG00000069720	4930572O03Rik
ENSMUSG00000047228	A2ml1
ENSMUSG00000038539	Atf5
ENSMUSG00000028015	Ctso
ENSMUSG00000046834	Krt1
ENSMUSG00000086373	Gm11978
ENSMUSG00000052974	Cyp2f2
ENSMUSG00000032387	Rbpms2
ENSMUSG00000049672	Zbtb14
ENSMUSG00000079048	4933413L06Rik
ENSMUSG00000041255	Tmco5b
ENSMUSG00000005150	Wdr83
ENSMUSG00000014195	Dnajc7
ENSMUSG00000048772	Tmem53
ENSMUSG00000075419	Dolk
ENSMUSG00000032641	Gpr19
ENSMUSG00000093039	Mir1912
ENSMUSG00000029209	Gnpda2
ENSMUSG00000001558	Klhl10
ENSMUSG00000036646	Man1b1
ENSMUSG00000031450	Grk1
ENSMUSG00000035181	Heatr5a
ENSMUSG00000024120	Lrpprc
ENSMUSG00000028182	Lrriq3
ENSMUSG00000020545	Lrrc72
ENSMUSG00000030835	Nomo1
ENSMUSG00000021281	Tnfaip2
ENSMUSG00000031231	Cox7b
ENSMUSG00000021539	Lect2
ENSMUSG00000108929	Cc2d2b
ENSMUSG00000007827	Ankrd26
ENSMUSG00000046652	Tas2r143
ENSMUSG00000031432	Prps1
ENSMUSG00000045867	Cradd
ENSMUSG00000040040	Ift88
ENSMUSG00000039239	Tgfb2
ENSMUSG00000031959	Wdr59
ENSMUSG00000053007	Creb5
ENSMUSG00000031803	B3gnt3
ENSMUSG00000051716	Apon
ENSMUSG00000044597	Mycs
ENSMUSG00000024158	Hagh
ENSMUSG00000001127	Araf
ENSMUSG00000017064	Prl5a1
ENSMUSG00000079580	Tmem217
ENSMUSG00000067860	Zic3
ENSMUSG00000026584	Scyl3
ENSMUSG00000074825	Itpripl1
ENSMUSG00000017716	Birc5
ENSMUSG00000076946	Mir582
ENSMUSG00000093042	Mir3109
ENSMUSG00000053747	Sox14
ENSMUSG00000071818	4930417O22Rik
ENSMUSG00000041841	Rpl37
ENSMUSG00000009863	Sdhb
ENSMUSG00000025024	Smndc1
ENSMUSG00000068762	Gstm6
ENSMUSG00000051727	Kctd14
ENSMUSG00000028936	Rpl22
ENSMUSG00000064121	Olfr96
ENSMUSG00000095253	Zfp799
ENSMUSG00000024870	Rab1b
ENSMUSG00000085980	Gm12408
ENSMUSG00000030036	Mogs
ENSMUSG00000030605	Mfge8
ENSMUSG00000036537	Rnf113a1
ENSMUSG00000021749	Oit1
ENSMUSG00000002833	Hdgfl2
ENSMUSG00000039968	Rsbn1l
ENSMUSG00000094846	Olfr1487
ENSMUSG00000097318	1700007L15Rik
ENSMUSG00000019762	Iyd
ENSMUSG00000044199	S1pr4
ENSMUSG00000054986	Sec14l3
ENSMUSG00000008028	1700008O03Rik
ENSMUSG00000022894	Adamts5
ENSMUSG00000006529	Itih1
ENSMUSG00000034300	Fam53c
ENSMUSG00000022431	Ribc2
ENSMUSG00000093142	Mir3106
ENSMUSG00000036835	Psenen
ENSMUSG00000029410	Ppef2
ENSMUSG00000003198	Zfp959
ENSMUSG00000054611	Kdm2a
ENSMUSG00000039545	Flicr
ENSMUSG00000087621	1700003G18Rik
ENSMUSG00000038235	F11r
ENSMUSG00000002324	Rec8
ENSMUSG00000060208	Defa17
ENSMUSG00000095609	Gm21188
ENSMUSG00000032586	Traip
ENSMUSG00000020801	Med31
ENSMUSG00000025487	Psmd13
ENSMUSG00000037722	Gnpnat1
ENSMUSG00000080468	Mir1195
ENSMUSG00000045493	Bhlhe23
ENSMUSG00000093804	Olfr1303
ENSMUSG00000027015	Cybrd1
ENSMUSG00000027356	Fermt1
ENSMUSG00000028957	Per3
ENSMUSG00000059326	Csf2ra
ENSMUSG00000033520	Idi2
ENSMUSG00000019853	Hebp2
ENSMUSG00000005699	Pard6a
ENSMUSG00000039899	Fgl2
ENSMUSG00000026620	Mark1
ENSMUSG00000078597	Cyp4a12b
ENSMUSG00000037486	Asxl2
ENSMUSG00000085316	D330050G23Rik
ENSMUSG00000042678	Myo15
ENSMUSG00000068742	Cry2
ENSMUSG00000030834	Abcc6
ENSMUSG00000038168	P3h2
ENSMUSG00000079507	H2-Q1
ENSMUSG00000022545	Ercc4
ENSMUSG00000021255	Esrrb
ENSMUSG00000026818	Cel
ENSMUSG00000073931	Olfr646
ENSMUSG00000020076	Ddx50
ENSMUSG00000036822	Topors
ENSMUSG00000074059	Fbxw18
ENSMUSG00000052688	Rab7b
ENSMUSG00000101268	2010310C07Rik
ENSMUSG00000073735	Defb18
ENSMUSG00000031010	Usp9x
ENSMUSG00000000355	Mcts1
ENSMUSG00000005087	Cd44
ENSMUSG00000027446	Cstdc2
ENSMUSG00000034902	Pip5k1c
ENSMUSG00000005698	Ctcf
ENSMUSG00000086494	2210417A02Rik
ENSMUSG00000084274	Gm12504
ENSMUSG00000087226	Gm14015
ENSMUSG00000049436	Upk1b
ENSMUSG00000034957	Cebpa
ENSMUSG00000050357	Carmil2
ENSMUSG00000018599	Mief2
ENSMUSG00000020493	Prr11
ENSMUSG00000056629	Fkbp2
ENSMUSG00000000766	Oprm1
ENSMUSG00000052738	Suclg1
ENSMUSG00000111830	4930568E12Rik
ENSMUSG00000018398	Septin8
ENSMUSG00000020536	Llgl1
ENSMUSG00000035673	Sbno2
ENSMUSG00000030655	Smg1
ENSMUSG00000025373	Rnf41
ENSMUSG00000059183	Mtfmt
ENSMUSG00000053134	Supt7l
ENSMUSG00000052217	Hbb-bh1
ENSMUSG00000063972	Nr6a1
ENSMUSG00000028358	Zfp618
ENSMUSG00000032878	Ccdc85a
ENSMUSG00000032584	Mst1r
ENSMUSG00000027210	Meis2
ENSMUSG00000048655	Ccdc169
ENSMUSG00000072754	Lrcol1
ENSMUSG00000023092	Fhl1
ENSMUSG00000106471	Mir3107
ENSMUSG00000021880	Rnase6
ENSMUSG00000026542	Apcs
ENSMUSG00000037994	Slc9b2
ENSMUSG00000087403	Kantr
ENSMUSG00000021055	Esr2
ENSMUSG00000045128	Rpl18a
ENSMUSG00000020286	1700093K21Rik
ENSMUSG00000029249	Rest
ENSMUSG00000108383	Gm6567
ENSMUSG00000086610	Gm15408
ENSMUSG00000024188	Luc7l
ENSMUSG00000042064	Myo3b
ENSMUSG00000078517	Emc1
ENSMUSG00000086962	Gm12248
ENSMUSG00000093865	Lrit3
ENSMUSG00000043953	Ccrl2
ENSMUSG00000076271	Mir697
ENSMUSG00000085860	2410003L11Rik
ENSMUSG00000000976	Heatr6
ENSMUSG00000047417	Rexo1
ENSMUSG00000047721	Bola2
ENSMUSG00000030881	Arfip2
ENSMUSG00000096583	Mir669a-1
ENSMUSG00000028661	Epha8
ENSMUSG00000092399	4930556N13Rik
ENSMUSG00000026873	Phf19
ENSMUSG00000047819	Tigd4
ENSMUSG00000046417	Lrrc75a
ENSMUSG00000023927	Satb1
ENSMUSG00000099950	9130227L01Rik
ENSMUSG00000022180	Slc7a8
ENSMUSG00000037681	Esyt3
ENSMUSG00000069372	Ctxn3
ENSMUSG00000035597	Prpf39
ENSMUSG00000070063	Snora33
ENSMUSG00000065423	Mir181a-2
ENSMUSG00000040734	Ppp1r13l
ENSMUSG00000094618	Gm13271
ENSMUSG00000038668	Lpar1
ENSMUSG00000085984	1700001G11Rik
ENSMUSG00000065569	Mir137
ENSMUSG00000060708	Bloc1s4
ENSMUSG00000033434	Gtpbp6
ENSMUSG00000065571	Mir326
ENSMUSG00000027536	Chmp4c
ENSMUSG00000033007	Asic4
ENSMUSG00000038290	Smg6
ENSMUSG00000033825	Tpsb2
ENSMUSG00000061393	Acvr2b
ENSMUSG00000048865	Arhgap30
ENSMUSG00000034482	Ly6g5c
ENSMUSG00000054256	Msi1
ENSMUSG00000075031	H2bc3
ENSMUSG00000049521	Cdc42ep1
ENSMUSG00000004895	Prcc
ENSMUSG00000060798	Intu
ENSMUSG00000031734	Irx3
ENSMUSG00000038696	Mapkap1
ENSMUSG00000022901	Cd86
ENSMUSG00000005683	Cs
ENSMUSG00000058427	Cxcl2
ENSMUSG00000038020	Rapgefl1
ENSMUSG00000026088	Mitd1
ENSMUSG00000026979	Psd4
ENSMUSG00000036928	Stag3
ENSMUSG00000006057	Atp5g1
ENSMUSG00000028874	Fgr
ENSMUSG00000013236	Ptprs
ENSMUSG00000049488	Tmem67
ENSMUSG00000031871	Cdh5
ENSMUSG00000026531	Mptx1
ENSMUSG00000026814	Eng
ENSMUSG00000049560	Defb20
ENSMUSG00000095101	Gm13285
ENSMUSG00000030678	Maz
ENSMUSG00000025574	Tk1
ENSMUSG00000096591	Gm13272
ENSMUSG00000026564	Dusp27
ENSMUSG00000109311	AI314278
ENSMUSG00000106902	4930557J02Rik
ENSMUSG00000094146	Gm10142
ENSMUSG00000034210	Efcab14
ENSMUSG00000045404	Kcnk13
ENSMUSG00000014551	Mrps25
ENSMUSG00000020520	Galnt10
ENSMUSG00000008932	Slc1a7
ENSMUSG00000029538	Srsf9
ENSMUSG00000010045	Tmem115
ENSMUSG00000035620	Ric8b
ENSMUSG00000030647	Ndufc2
ENSMUSG00000065483	Mir181c
ENSMUSG00000073207	Ccdc160
ENSMUSG00000005621	Zfp592
ENSMUSG00000015697	Setdb1
ENSMUSG00000030284	Creld1
ENSMUSG00000059878	Zfp422
ENSMUSG00000070933	Speer4d
ENSMUSG00000030340	Scnn1a
ENSMUSG00000022132	Cldn10
ENSMUSG00000044338	Aplnr
ENSMUSG00000052565	H1f3
ENSMUSG00000041343	Ankrd42
ENSMUSG00000066030	Oog2
ENSMUSG00000016758	Bik
ENSMUSG00000112129	Pbld1
ENSMUSG00000028803	Nipal3
ENSMUSG00000030546	Plin1
ENSMUSG00000031060	Rbm10
ENSMUSG00000038718	Pbx3
ENSMUSG00000076313	Mir665
ENSMUSG00000049709	Nlrp10
ENSMUSG00000024027	Glp1r
ENSMUSG00000076460	Mir744
ENSMUSG00000021978	Extl3
ENSMUSG00000017167	Cntnap1
ENSMUSG00000033478	Fam160b1
ENSMUSG00000023147	Get1
ENSMUSG00000056211	R3hdm1
ENSMUSG00000041747	Utp15
ENSMUSG00000020538	Srebf1
ENSMUSG00000030877	Mfsd13b
ENSMUSG00000027067	Ssrp1
ENSMUSG00000076143	Mir708
ENSMUSG00000040268	Plekha1
ENSMUSG00000068580	Zfyve19
ENSMUSG00000040331	Nsmce4a
ENSMUSG00000085396	Firre
ENSMUSG00000021290	Atp5mpl
ENSMUSG00000060923	Acyp2
ENSMUSG00000097697	4833412C05Rik
ENSMUSG00000055210	Foxd2
ENSMUSG00000039157	Fam102a
ENSMUSG00000022559	Fbxl6
ENSMUSG00000030499	Kctd15
ENSMUSG00000047371	Zfp768
ENSMUSG00000027301	Oxt
ENSMUSG00000026468	Lhx4
ENSMUSG00000102037	Bcl2a1a
ENSMUSG00000015176	Nolc1
ENSMUSG00000021506	Pitx1
ENSMUSG00000022668	Gtpbp8
ENSMUSG00000038615	Nfe2l1
ENSMUSG00000050650	Mrgpra1
ENSMUSG00000064984	Snord73a
ENSMUSG00000039886	Tmem120a
ENSMUSG00000026248	Mrpl44
ENSMUSG00000057777	Mab21l2
ENSMUSG00000031004	Mki67
ENSMUSG00000015950	Ncf1
ENSMUSG00000086484	Nron
ENSMUSG00000000157	Itgb2l
ENSMUSG00000022515	Anks3
ENSMUSG00000039670	Oxld1
ENSMUSG00000053205	Styx
ENSMUSG00000040158	Tax1bp3
ENSMUSG00000097167	Gm16740
ENSMUSG00000042672	Dcst1
ENSMUSG00000023143	Nagpa
ENSMUSG00000006398	Cdc20
ENSMUSG00000028004	Npy2r
ENSMUSG00000037816	Fbxw17
ENSMUSG00000001415	Smg5
ENSMUSG00000039630	Hnrnpu
ENSMUSG00000040339	Fam102b
ENSMUSG00000028517	Plpp3
ENSMUSG00000033032	Afap1l1
ENSMUSG00000041120	Nbl1
ENSMUSG00000052387	Trpm3
ENSMUSG00000055184	Fam72a
ENSMUSG00000038429	Usp5
ENSMUSG00000020323	Prss57
ENSMUSG00000031189	Aff2
ENSMUSG00000028567	Txndc12
ENSMUSG00000065499	Mir384
ENSMUSG00000020279	Il9r
ENSMUSG00000046959	Slc26a1
ENSMUSG00000031027	Stk33
ENSMUSG00000018169	Mfng
ENSMUSG00000071714	Csf2rb2
ENSMUSG00000033538	Casp4
ENSMUSG00000093942	Olfr46
ENSMUSG00000067206	Lrrc66
ENSMUSG00000026166	Ccl20
ENSMUSG00000042625	Safb2
ENSMUSG00000078627	Marchf10
ENSMUSG00000095817	Gm3238
ENSMUSG00000026851	BC005624
ENSMUSG00000020326	Ccng1
ENSMUSG00000024479	Mal2
ENSMUSG00000085664	Atxn7l1os2
ENSMUSG00000026918	Brd3
ENSMUSG00000024806	Mlana
ENSMUSG00000060098	Prmt7
ENSMUSG00000026965	Anapc2
ENSMUSG00000038215	Cep44
ENSMUSG00000045777	Ifitm10
ENSMUSG00000035958	Tdp2
ENSMUSG00000029409	U90926
ENSMUSG00000087095	Emx2os
ENSMUSG00000079630	Rhox4f
ENSMUSG00000020589	Fam49a
ENSMUSG00000070337	Gpr179
ENSMUSG00000026510	Trp53bp2
ENSMUSG00000051695	Pcbp1
ENSMUSG00000022253	Nadk2
ENSMUSG00000057802	Gm10030
ENSMUSG00000028698	Pik3r3
ENSMUSG00000044950	Pwwp2a
ENSMUSG00000084883	Ccdc85c
ENSMUSG00000048852	Gm12185
ENSMUSG00000046167	Gldn
ENSMUSG00000037892	Pcdh18
ENSMUSG00000034932	Mrpl54
ENSMUSG00000076144	Mir709
ENSMUSG00000040841	Six5
ENSMUSG00000025329	Padi1
ENSMUSG00000031722	Hp
ENSMUSG00000046000	Naa11
ENSMUSG00000027460	Angpt4
ENSMUSG00000087698	Gm13031
ENSMUSG00000029813	Doxl1
ENSMUSG00000055994	Nod2
ENSMUSG00000040481	Bptf
ENSMUSG00000063297	Luzp2
ENSMUSG00000046108	Il17c
ENSMUSG00000054362	Lexm
ENSMUSG00000022780	Meltf
ENSMUSG00000028106	Rprd2
ENSMUSG00000022095	Fam160b2
ENSMUSG00000037568	Vash2
ENSMUSG00000029060	Mib2
ENSMUSG00000031130	Brs3
ENSMUSG00000028438	Kif24
ENSMUSG00000086439	Gm12069
ENSMUSG00000021796	Bmpr1a
ENSMUSG00000038888	Ctu1
ENSMUSG00000038722	Bud31
ENSMUSG00000058246	Gm10037
ENSMUSG00000021098	4930447C04Rik
ENSMUSG00000062694	Cav3
ENSMUSG00000018415	Gid4
ENSMUSG00000074829	2010315B03Rik
ENSMUSG00000024414	Mrpl27
ENSMUSG00000019996	Map7
ENSMUSG00000007050	Lsm2
ENSMUSG00000022043	Trim35
ENSMUSG00000038379	Ttk
ENSMUSG00000051378	Kif18b
ENSMUSG00000035666	Gtf3c4
ENSMUSG00000037996	Slc24a2
ENSMUSG00000092593	Gm20492
ENSMUSG00000022385	Gtse1
ENSMUSG00000025762	Larp1b
ENSMUSG00000043872	Zmym1
ENSMUSG00000061759	Armt1
ENSMUSG00000047554	Tmem41b
ENSMUSG00000054431	Olfr450
ENSMUSG00000063694	Cycs
ENSMUSG00000020913	Krt24
ENSMUSG00000042507	Elmsan1
ENSMUSG00000085958	A930019D19Rik
ENSMUSG00000067365	Tmem128
ENSMUSG00000024182	Axin1
ENSMUSG00000000168	Dlat
ENSMUSG00000066979	Bub3
ENSMUSG00000024798	Htr7
ENSMUSG00000026611	Spata17
ENSMUSG00000032875	Arhgef17
ENSMUSG00000077714	Snord17
ENSMUSG00000074651	Mcidas
ENSMUSG00000032850	Rnft2
ENSMUSG00000085044	1700109G15Rik
ENSMUSG00000021546	Hnrnpk
ENSMUSG00000051977	Prdm9
ENSMUSG00000044991	Shld1
ENSMUSG00000042751	Nmnat2
ENSMUSG00000054106	Try4
ENSMUSG00000035623	Rsf1
ENSMUSG00000106183	Mir101c
ENSMUSG00000092203	1110038B12Rik
ENSMUSG00000031504	Rab20
ENSMUSG00000037280	Galnt6
ENSMUSG00000027835	Pdcd10
ENSMUSG00000003721	Insig2
ENSMUSG00000047250	Ptgs1
ENSMUSG00000003341	Atp8b3
ENSMUSG00000025208	Mrpl43
ENSMUSG00000064030	Pym1
ENSMUSG00000032046	Abhd12
ENSMUSG00000001983	Taco1
ENSMUSG00000043298	Smco3
ENSMUSG00000017291	Taok1
ENSMUSG00000010362	Rdm1
ENSMUSG00000075376	Rc3h2
ENSMUSG00000038459	Abhd17c
ENSMUSG00000004939	Nmrk2
ENSMUSG00000025856	Pdgfa
ENSMUSG00000023165	Ssxb2
ENSMUSG00000105853	Mir376b
ENSMUSG00000026648	Dclre1c
ENSMUSG00000038766	Gabpb2
ENSMUSG00000022787	Wdr53
ENSMUSG00000024068	Spast
ENSMUSG00000066568	Lsm14a
ENSMUSG00000033102	Cdc14b
ENSMUSG00000043698	Olfr62
ENSMUSG00000046613	Vwa5b2
ENSMUSG00000100733	4932411K12Rik
ENSMUSG00000046240	Hepacam
ENSMUSG00000045751	Mms22l
ENSMUSG00000038665	Dgki
ENSMUSG00000030093	Wnt7a
ENSMUSG00000028389	Zfp37
ENSMUSG00000038121	Fam210a
ENSMUSG00000044092	C130050O18Rik
ENSMUSG00000032224	Fam81a
ENSMUSG00000031221	Igbp1
ENSMUSG00000035725	Prkx
ENSMUSG00000030589	Rasgrp4
ENSMUSG00000044948	Cfap43
ENSMUSG00000048636	A730049H05Rik
ENSMUSG00000024331	Dsc2
ENSMUSG00000022992	Kansl2
ENSMUSG00000001260	Gabrg1
ENSMUSG00000079491	H2-T10
ENSMUSG00000061983	Rps12
ENSMUSG00000040483	Xaf1
ENSMUSG00000100155	Gm2109
ENSMUSG00000051413	Plagl2
ENSMUSG00000061458	Nol10
ENSMUSG00000024300	Myo1f
ENSMUSG00000043556	Fbxl7
ENSMUSG00000075593	Gal3st4
ENSMUSG00000037606	Osbpl5
ENSMUSG00000005897	Nr2c1
ENSMUSG00000031224	Magee2
ENSMUSG00000021824	Ap3m1
ENSMUSG00000067225	Cyp2c54
ENSMUSG00000022770	Dlg1
ENSMUSG00000070979	Actl7a
ENSMUSG00000097248	Gm2694
ENSMUSG00000033854	Kcnk10
ENSMUSG00000032894	1700031F05Rik
ENSMUSG00000050876	Spata31d1a
ENSMUSG00000085333	1700030A11Rik
ENSMUSG00000031849	Comp
ENSMUSG00000053175	Bcl3
ENSMUSG00000026276	Septin2
ENSMUSG00000058569	Tmed9
ENSMUSG00000002221	Paxip1
ENSMUSG00000032892	Rangrf
ENSMUSG00000078907	Fam186b
ENSMUSG00000001166	Oas1c
ENSMUSG00000031821	Gins2
ENSMUSG00000021258	Ccnk
ENSMUSG00000018820	Zfyve27
ENSMUSG00000054728	Phactr1
ENSMUSG00000025265	Fgd1
ENSMUSG00000026502	Desi2
ENSMUSG00000048498	Cd300e
ENSMUSG00000031166	Wdr13
ENSMUSG00000045467	Ttll13
ENSMUSG00000020000	Moxd1
ENSMUSG00000042389	Tsen2
ENSMUSG00000069792	Wfdc17
ENSMUSG00000112117	Rmst
ENSMUSG00000029477	Morn3
ENSMUSG00000050732	Vamp8
ENSMUSG00000087651	1500009L16Rik
ENSMUSG00000024491	Rbm27
ENSMUSG00000025138	Sirt7
ENSMUSG00000090100	Ttbk2
ENSMUSG00000026610	Esrrg
ENSMUSG00000061527	Krt5
ENSMUSG00000021748	Pdhb
ENSMUSG00000034917	Tjp3
ENSMUSG00000059325	Hopx
ENSMUSG00000006241	Ccdc159
ENSMUSG00000042744	Hectd4
ENSMUSG00000031389	Arhgap4
ENSMUSG00000020399	Havcr2
ENSMUSG00000087097	4930586N03Rik
ENSMUSG00000022876	Samsn1
ENSMUSG00000085108	Saxo1os
ENSMUSG00000019851	Perp
ENSMUSG00000024530	Prelid3a
ENSMUSG00000022742	Cpox
ENSMUSG00000076120	Mir551b
ENSMUSG00000061474	Mrps36
ENSMUSG00000053226	Dand5
ENSMUSG00000039577	Nphp4
ENSMUSG00000021771	Vdac2
ENSMUSG00000025280	Polr3a
ENSMUSG00000008435	Rdh13
ENSMUSG00000013973	Dedd
ENSMUSG00000024164	C3
ENSMUSG00000074758	Gm5535
ENSMUSG00000031495	Cd209d
ENSMUSG00000048281	Dleu7
ENSMUSG00000032311	Nrg4
ENSMUSG00000027072	Prg3
ENSMUSG00000054517	Trim65
ENSMUSG00000049281	Scn3b
ENSMUSG00000032030	Cul5
ENSMUSG00000025059	Gk
ENSMUSG00000078648	Gm17546
ENSMUSG00000073413	Ly6g6d
ENSMUSG00000020519	Sap30l
ENSMUSG00000033543	Gtf2a2
ENSMUSG00000019837	Gtf3c6
ENSMUSG00000068601	Gm10244
ENSMUSG00000005949	Ctns
ENSMUSG00000008167	Fbxw9
ENSMUSG00000014418	Hps5
ENSMUSG00000041064	Pif1
ENSMUSG00000012535	Tnpo3
ENSMUSG00000023918	Adgrf4
ENSMUSG00000072974	Gm4787
ENSMUSG00000027763	Mbnl1
ENSMUSG00000020945	Lyzl6
ENSMUSG00000060765	Olfr325
ENSMUSG00000037638	Zbtb42
ENSMUSG00000050994	Adgb
ENSMUSG00000052727	Map1b
ENSMUSG00000023159	Psg29
ENSMUSG00000028337	Coro2a
ENSMUSG00000062760	Shisal1
ENSMUSG00000028256	Odf2l
ENSMUSG00000067377	Tspan6
ENSMUSG00000026650	Meig1
ENSMUSG00000037737	Actrt3
ENSMUSG00000053297	AI854703
ENSMUSG00000034333	Zbed4
ENSMUSG00000032023	Jhy
ENSMUSG00000026670	Uap1
ENSMUSG00000042709	Atpaf2
ENSMUSG00000038298	Pdzk1
ENSMUSG00000002748	Baz1b
ENSMUSG00000034212	Ankmy1
ENSMUSG00000031994	Adamts8
ENSMUSG00000005374	Tbl2
ENSMUSG00000074635	3110070M22Rik
ENSMUSG00000015787	Abo
ENSMUSG00000096549	Prickle4
ENSMUSG00000047747	Rnf150
ENSMUSG00000043050	Tnp2
ENSMUSG00000043831	Lysmd4
ENSMUSG00000038175	Mylip
ENSMUSG00000015750	Aph1a
ENSMUSG00000065518	Mir423
ENSMUSG00000041737	Tmem45b
ENSMUSG00000002791	Pdxk-ps
ENSMUSG00000037855	Zfp365
ENSMUSG00000086392	Mccc1os
ENSMUSG00000076145	Mir679
ENSMUSG00000099696	2900052N01Rik
ENSMUSG00000029528	Pxn
ENSMUSG00000069045	Ddx3y
ENSMUSG00000020698	Cct6b
ENSMUSG00000042002	Foxn4
ENSMUSG00000022960	Donson
ENSMUSG00000022178	Ajuba
ENSMUSG00000036636	Clcn7
ENSMUSG00000038372	Gmds
ENSMUSG00000031093	Dock11
ENSMUSG00000002996	Hbp1
ENSMUSG00000020019	Ntn4
ENSMUSG00000104667	Gm4961
ENSMUSG00000086662	BC046251
ENSMUSG00000022008	Gpalpp1
ENSMUSG00000097738	4930445N18Rik
ENSMUSG00000090509	Sfta2
ENSMUSG00000101520	Scgb1b12
ENSMUSG00000026896	Ifih1
ENSMUSG00000047712	Ust
ENSMUSG00000024319	Vps52
ENSMUSG00000000159	Igsf5
ENSMUSG00000059762	Olfr767
ENSMUSG00000018411	Mapt
ENSMUSG00000017176	Nt5c3b
ENSMUSG00000039377	Hlx
ENSMUSG00000020216	Jsrp1
ENSMUSG00000072423	Psmb11
ENSMUSG00000048284	Tas2r126
ENSMUSG00000025103	Btbd1
ENSMUSG00000042417	Ccno
ENSMUSG00000020581	Agr2
ENSMUSG00000027900	Dram2
ENSMUSG00000024436	Mrps18b
ENSMUSG00000094793	Mup12
ENSMUSG00000063445	Nmral1
ENSMUSG00000114755	Galr3
ENSMUSG00000027168	Pax6
ENSMUSG00000043164	Tmem212
ENSMUSG00000042271	Nxt2
ENSMUSG00000032900	Tex43
ENSMUSG00000001506	Col1a1
ENSMUSG00000052062	Pard3b
ENSMUSG00000030811	Fbxl19
ENSMUSG00000030541	Idh2
ENSMUSG00000025867	Cplx2
ENSMUSG00000031595	Pdgfrl
