Annotation Cluster 1	Enrichment Score: 2.1735538975954776
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu04151:PI3K-Akt signaling pathway	10	8.928571428571429	1.9209770648903854E-4	ENSMUSG00000003031, ENSMUSG00000021303, ENSMUSG00000017344, ENSMUSG00000019970, ENSMUSG00000043004, ENSMUSG00000042453, ENSMUSG00000020053, ENSMUSG00000000489, ENSMUSG00000059923, ENSMUSG00000031565	47	249	5431	4.640690421259507	0.030270958860610486	0.03054353533175713	0.02996724221229001
KEGG_PATHWAY	mmu05215:Prostate cancer	6	5.357142857142857	5.854509783697307E-4	ENSMUSG00000003031, ENSMUSG00000020053, ENSMUSG00000000489, ENSMUSG00000024985, ENSMUSG00000059923, ENSMUSG00000031565	47	82	5431	8.455111572392319	0.08944373633553215	0.046543352780393586	0.04566517631283899
KEGG_PATHWAY	mmu05200:Pathways in cancer	11	9.821428571428571	0.0012972190854992774	ENSMUSG00000003031, ENSMUSG00000036390, ENSMUSG00000021303, ENSMUSG00000043004, ENSMUSG00000049791, ENSMUSG00000020053, ENSMUSG00000000489, ENSMUSG00000024985, ENSMUSG00000021277, ENSMUSG00000059923, ENSMUSG00000031565	47	391	5431	3.250857049572836	0.18754097141345538	0.05994040332966856	0.0588094523234484
KEGG_PATHWAY	mmu04550:Signaling pathways regulating pluripotency of stem cells	6	5.357142857142857	0.0015079346749602154	ENSMUSG00000003032, ENSMUSG00000049791, ENSMUSG00000042745, ENSMUSG00000020053, ENSMUSG00000059923, ENSMUSG00000031565	47	101	5431	6.864546029070992	0.2145132113269672	0.05994040332966856	0.0588094523234484
KEGG_PATHWAY	mmu05224:Breast cancer	6	5.357142857142857	0.0022911699343385514	ENSMUSG00000036390, ENSMUSG00000049791, ENSMUSG00000020053, ENSMUSG00000024985, ENSMUSG00000059923, ENSMUSG00000031565	47	111	5431	6.246118458884416	0.3071957511135376	0.07285920391196593	0.0714845019513628
KEGG_PATHWAY	mmu04068:FoxO signaling pathway	5	4.464285714285714	0.012316962517214739	ENSMUSG00000003031, ENSMUSG00000036390, ENSMUSG00000019970, ENSMUSG00000020053, ENSMUSG00000059923	47	107	5431	5.399681845297276	0.8623376312881255	0.2791371878008763	0.2738704484084069
KEGG_PATHWAY	mmu05218:Melanoma	4	3.571428571428571	0.012677819744864902	ENSMUSG00000036390, ENSMUSG00000020053, ENSMUSG00000000489, ENSMUSG00000031565	47	58	5431	7.9691856199559785	0.8701556752304417	0.2791371878008763	0.2738704484084069
KEGG_PATHWAY	mmu05226:Gastric cancer	5	4.464285714285714	0.014813238048502512	ENSMUSG00000003031, ENSMUSG00000036390, ENSMUSG00000049791, ENSMUSG00000024985, ENSMUSG00000059923	47	113	5431	5.112973074750517	0.9081729129100253	0.2791371878008763	0.2738704484084069
KEGG_PATHWAY	mmu04014:Ras signaling pathway	6	5.357142857142857	0.015800218177408093	ENSMUSG00000021303, ENSMUSG00000043004, ENSMUSG00000020053, ENSMUSG00000000489, ENSMUSG00000059923, ENSMUSG00000031565	47	176	5431	3.93931334622824	0.9217791901984502	0.2791371878008763	0.2738704484084069
KEGG_PATHWAY	mmu05165:Human papillomavirus infection	7	6.25	0.018528406120693494	ENSMUSG00000003031, ENSMUSG00000017344, ENSMUSG00000042453, ENSMUSG00000049791, ENSMUSG00000024985, ENSMUSG00000021277, ENSMUSG00000059923	47	252	5431	3.2098108747044916	0.9498307583284001	0.28069176137824353	0.2753956904088427
KEGG_PATHWAY	mmu05214:Glioma	4	3.571428571428571	0.01941892688780301	ENSMUSG00000036390, ENSMUSG00000020053, ENSMUSG00000000489, ENSMUSG00000059923	47	68	5431	6.797246558197747	0.9566128604531036	0.28069176137824353	0.2753956904088427
KEGG_PATHWAY	mmu05167:Kaposi sarcoma-associated herpesvirus infection	5	4.464285714285714	0.027256151342840165	ENSMUSG00000021303, ENSMUSG00000043004, ENSMUSG00000000489, ENSMUSG00000024985, ENSMUSG00000021277	47	136	5431	4.248279098873592	0.9879840281661701	0.3611440052926322	0.35432996745692213
KEGG_PATHWAY	mmu05205:Proteoglycans in cancer	5	4.464285714285714	0.04370573879156845	ENSMUSG00000017344, ENSMUSG00000049791, ENSMUSG00000020053, ENSMUSG00000059923, ENSMUSG00000031565	47	158	5431	3.6567465661190415	0.9992154006785653	0.5228064275425862	0.5129421553248015
KEGG_PATHWAY	mmu04010:MAPK signaling pathway	6	5.357142857142857	0.04708168467307833	ENSMUSG00000036390, ENSMUSG00000002983, ENSMUSG00000020053, ENSMUSG00000000489, ENSMUSG00000059923, ENSMUSG00000031565	47	235	5431	2.9502942507922136	0.9995544382672855	0.5228064275425862	0.5129421553248015

