Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0346~Stress response	16	1.951219512195122	5.265754593463865E-6	ENSMUSG00000005483, ENSMUSG00000004328, ENSMUSG00000020484, ENSMUSG00000004951, ENSMUSG00000022136, ENSMUSG00000020048, ENSMUSG00000025408, ENSMUSG00000019970, ENSMUSG00000025757, ENSMUSG00000056708, ENSMUSG00000091971, ENSMUSG00000090877, ENSMUSG00000053137, ENSMUSG00000073676, ENSMUSG00000070436, ENSMUSG00000032115	412	71	7474	4.088062354710789	5.580157077986758E-4	5.581699869071698E-4	5.47638477720242E-4
UP_KW_MOLECULAR_FUNCTION	KW-0358~Heparin-binding	13	1.5853658536585367	4.8392137359446765E-4	ENSMUSG00000030530, ENSMUSG00000028195, ENSMUSG00000032343, ENSMUSG00000058897, ENSMUSG00000004897, ENSMUSG00000002985, ENSMUSG00000026249, ENSMUSG00000017344, ENSMUSG00000035270, ENSMUSG00000019880, ENSMUSG00000045287, ENSMUSG00000031565, ENSMUSG00000019997	483	63	7635	3.2618554668244113	0.037982926070507794	0.03919763126115188	0.03629410301958507
UP_KW_MOLECULAR_FUNCTION	KW-0675~Receptor	65	7.926829268292683	0.0014940026878875459	ENSMUSG00000032360, ENSMUSG00000059003, ENSMUSG00000025475, ENSMUSG00000026768, ENSMUSG00000026888, ENSMUSG00000026204, ENSMUSG00000024621, ENSMUSG00000049649, ENSMUSG00000047415, ENSMUSG00000042286, ENSMUSG00000035270, ENSMUSG00000028909, ENSMUSG00000090210, ENSMUSG00000039115, ENSMUSG00000038668, ENSMUSG00000037613, ENSMUSG00000026271, ENSMUSG00000032278, ENSMUSG00000031385, ENSMUSG00000052387, ENSMUSG00000055254, ENSMUSG00000026235, ENSMUSG00000022790, ENSMUSG00000044017, ENSMUSG00000017491, ENSMUSG00000032238, ENSMUSG00000052229, ENSMUSG00000030287, ENSMUSG00000048490, ENSMUSG00000032343, ENSMUSG00000036826, ENSMUSG00000036902, ENSMUSG00000015846, ENSMUSG00000055540, ENSMUSG00000059146, ENSMUSG00000042429, ENSMUSG00000060534, ENSMUSG00000045613, ENSMUSG00000020524, ENSMUSG00000038764, ENSMUSG00000037992, ENSMUSG00000036103, ENSMUSG00000053004, ENSMUSG00000045092, ENSMUSG00000019889, ENSMUSG00000034997, ENSMUSG00000056962, ENSMUSG00000032012, ENSMUSG00000049791, ENSMUSG00000051111, ENSMUSG00000028876, ENSMUSG00000023068, ENSMUSG00000049313, ENSMUSG00000049511, ENSMUSG00000005533, ENSMUSG00000000440, ENSMUSG00000020038, ENSMUSG00000023348, ENSMUSG00000027748, ENSMUSG00000045287, ENSMUSG00000022935, ENSMUSG00000022817, ENSMUSG00000032537, ENSMUSG00000031565, ENSMUSG00000015852	483	703	7635	1.461571083996713	0.11273322936255459	0.04033807257296374	0.03735006719718865
UP_KW_BIOLOGICAL_PROCESS	KW-0090~Biological rhythms	18	2.195121951219512	0.0015344432346359985	ENSMUSG00000048490, ENSMUSG00000073130, ENSMUSG00000024042, ENSMUSG00000020580, ENSMUSG00000023087, ENSMUSG00000002983, ENSMUSG00000042745, ENSMUSG00000048895, ENSMUSG00000063889, ENSMUSG00000000440, ENSMUSG00000004455, ENSMUSG00000022433, ENSMUSG00000003949, ENSMUSG00000020038, ENSMUSG00000053004, ENSMUSG00000036432, ENSMUSG00000032238, ENSMUSG00000030103	412	139	7474	2.3491653279318294	0.15021839688482275	0.03253019657428317	0.03191641928042877
UP_KW_BIOLOGICAL_PROCESS	KW-0037~Angiogenesis	15	1.8292682926829267	0.0018880234728672245	ENSMUSG00000057315, ENSMUSG00000026473, ENSMUSG00000004328, ENSMUSG00000023068, ENSMUSG00000063531, ENSMUSG00000020484, ENSMUSG00000046768, ENSMUSG00000022469, ENSMUSG00000041187, ENSMUSG00000026814, ENSMUSG00000022607, ENSMUSG00000032625, ENSMUSG00000045092, ENSMUSG00000031502, ENSMUSG00000050965	412	106	7474	2.5670910423154423	0.18153091384774234	0.03335508135398763	0.032725740196365226
UP_KW_MOLECULAR_FUNCTION	KW-0904~Protein phosphatase	17	2.073170731707317	0.0031597344801053365	ENSMUSG00000031530, ENSMUSG00000030002, ENSMUSG00000034613, ENSMUSG00000055322, ENSMUSG00000059895, ENSMUSG00000027540, ENSMUSG00000032020, ENSMUSG00000004455, ENSMUSG00000025314, ENSMUSG00000027843, ENSMUSG00000047205, ENSMUSG00000019960, ENSMUSG00000028909, ENSMUSG00000046442, ENSMUSG00000038764, ENSMUSG00000019889, ENSMUSG00000017897	483	119	7635	2.2582076308784385	0.2236710612922055	0.05118769857770645	0.04739601720158005
UP_KW_MOLECULAR_FUNCTION	KW-0343~GTPase activation	18	2.195121951219512	0.015007946258593355	ENSMUSG00000026360, ENSMUSG00000057315, ENSMUSG00000032870, ENSMUSG00000030583, ENSMUSG00000049076, ENSMUSG00000029174, ENSMUSG00000033083, ENSMUSG00000042216, ENSMUSG00000042700, ENSMUSG00000022799, ENSMUSG00000036273, ENSMUSG00000062232, ENSMUSG00000016128, ENSMUSG00000036452, ENSMUSG00000052632, ENSMUSG00000036246, ENSMUSG00000039813, ENSMUSG00000030047	483	152	7635	1.8719352729650212	0.7017241080357417	0.1381302627061551	0.12789839139458808
UP_KW_MOLECULAR_FUNCTION	KW-0650~Protein phosphatase inhibitor	6	0.7317073170731708	0.015347806967350568	ENSMUSG00000038619, ENSMUSG00000066043, ENSMUSG00000043460, ENSMUSG00000047714, ENSMUSG00000048988, ENSMUSG00000062866	483	24	7635	3.951863354037267	0.7098462415259693	0.1381302627061551	0.12789839139458808
KEGG_PATHWAY	mmu04392:Hippo signaling pathway - multiple species	5	0.6097560975609756	0.03464897055765151	ENSMUSG00000018849, ENSMUSG00000048285, ENSMUSG00000055320, ENSMUSG00000022433, ENSMUSG00000030774	362	21	5973	3.9285714285714284	0.999963798499341	0.3392930386048498	0.32403072198940674
UP_KW_BIOLOGICAL_PROCESS	KW-0805~Transcription regulation	100	12.195121951219512	0.03554381511901172	ENSMUSG00000029673, ENSMUSG00000038705, ENSMUSG00000059401, ENSMUSG00000055320, ENSMUSG00000004897, ENSMUSG00000032280, ENSMUSG00000008976, ENSMUSG00000043456, ENSMUSG00000026204, ENSMUSG00000038384, ENSMUSG00000024826, ENSMUSG00000017724, ENSMUSG00000031586, ENSMUSG00000063632, ENSMUSG00000045903, ENSMUSG00000056708, ENSMUSG00000035021, ENSMUSG00000031627, ENSMUSG00000048490, ENSMUSG00000054893, ENSMUSG00000030087, ENSMUSG00000042745, ENSMUSG00000110444, ENSMUSG00000021010, ENSMUSG00000063889, ENSMUSG00000021134, ENSMUSG00000003949, ENSMUSG00000024921, ENSMUSG00000022508, ENSMUSG00000038648, ENSMUSG00000029641, ENSMUSG00000033740, ENSMUSG00000056962, ENSMUSG00000003032, ENSMUSG00000002983, ENSMUSG00000094483, ENSMUSG00000028675, ENSMUSG00000009013, ENSMUSG00000020397, ENSMUSG00000000440, ENSMUSG00000021366, ENSMUSG00000049516, ENSMUSG00000020038, ENSMUSG00000070576, ENSMUSG00000072872, ENSMUSG00000056608, ENSMUSG00000036698, ENSMUSG00000035877, ENSMUSG00000030584, ENSMUSG00000079056, ENSMUSG00000027210, ENSMUSG00000024985, ENSMUSG00000039153, ENSMUSG00000020423, ENSMUSG00000015501, ENSMUSG00000019947, ENSMUSG00000035356, ENSMUSG00000035632, ENSMUSG00000037138, ENSMUSG00000032402, ENSMUSG00000030103, ENSMUSG00000079165, ENSMUSG00000006362, ENSMUSG00000025025, ENSMUSG00000002325, ENSMUSG00000024176, ENSMUSG00000050919, ENSMUSG00000025782, ENSMUSG00000061894, ENSMUSG00000021221, ENSMUSG00000079681, ENSMUSG00000017491, ENSMUSG00000053477, ENSMUSG00000032238, ENSMUSG00000017897, ENSMUSG00000003184, ENSMUSG00000015846, ENSMUSG00000020484, ENSMUSG00000024565, ENSMUSG00000040363, ENSMUSG00000022708, ENSMUSG00000037992, ENSMUSG00000071637, ENSMUSG00000071757, ENSMUSG00000037868, ENSMUSG00000018849, ENSMUSG00000021040, ENSMUSG00000025001, ENSMUSG00000004328, ENSMUSG00000022895, ENSMUSG00000023348, ENSMUSG00000025408, ENSMUSG00000020358, ENSMUSG00000038393, ENSMUSG00000090125, ENSMUSG00000031925, ENSMUSG00000039089, ENSMUSG00000036098, ENSMUSG00000051510, ENSMUSG00000053137	412	1527	7474	1.1880010935840948	0.9784252752579011	0.4966077902138879	0.4872378319079655
UP_KW_BIOLOGICAL_PROCESS	KW-0276~Fatty acid metabolism	13	1.5853658536585367	0.037479833223689654	ENSMUSG00000028670, ENSMUSG00000032487, ENSMUSG00000033174, ENSMUSG00000032281, ENSMUSG00000015090, ENSMUSG00000071072, ENSMUSG00000028944, ENSMUSG00000028607, ENSMUSG00000028937, ENSMUSG00000041193, ENSMUSG00000006390, ENSMUSG00000038205, ENSMUSG00000034853	412	123	7474	1.9173178624990133	0.9825641634294081	0.4966077902138879	0.4872378319079655
UP_KW_MOLECULAR_FUNCTION	KW-0143~Chaperone	20	2.4390243902439024	0.0385661430212842	ENSMUSG00000005483, ENSMUSG00000049792, ENSMUSG00000024580, ENSMUSG00000027274, ENSMUSG00000026740, ENSMUSG00000020571, ENSMUSG00000071072, ENSMUSG00000004951, ENSMUSG00000022136, ENSMUSG00000020048, ENSMUSG00000025757, ENSMUSG00000036052, ENSMUSG00000091971, ENSMUSG00000031827, ENSMUSG00000090877, ENSMUSG00000031701, ENSMUSG00000073676, ENSMUSG00000030357, ENSMUSG00000070436, ENSMUSG00000032115	483	195	7635	1.6212772734511864	0.9569916340427627	0.312385758472402	0.2892460726596315
